stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.247,"[-2.025, -0.469]",0.778,-2.724,0.011
norefined,c,-5.420,"[-9.182, -1.658]",3.762,-2.448,0.021
norefined,s,-2.774,"[-4.691, -0.858]",1.916,-2.460,0.020
norefined,k0,-0.216,"[-1.174, 0.743]",0.958,-0.383,0.705
norefined,k1,-0.646,"[-1.645, 0.354]",0.999,-1.098,0.281
norefined,k2,-0.220,"[-1.347, 0.907]",1.127,-0.332,0.742
norefined,k3,-0.146,"[-0.83, 0.538]",0.684,-0.363,0.719
norefined,k4,0.474,"[-0.596, 1.543]",1.070,0.753,0.458
norefined,k5,0.243,"[-0.67, 1.155]",0.912,0.452,0.655
refined,tt,-3.737,"[-6.133, -1.34]",2.397,-2.649,0.013
refined,c,-20.051,"[-32.696, -7.405]",12.646,-2.694,0.012
refined,s,-12.077,"[-19.893, -4.26]",7.817,-2.625,0.014
refined,k0,2.199,"[0.412, 3.987]",1.788,2.090,0.045
refined,k1,-0.564,"[-1.502, 0.374]",0.938,-1.022,0.315
refined,k2,3.104,"[0.654, 5.555]",2.451,2.152,0.040
refined,k3,2.652,"[0.105, 5.198]",2.547,1.769,0.087
refined,k4,-3.558,"[-6.307, -0.81]",2.748,-2.200,0.036
refined,k5,-1.771,"[-3.442, -0.101]",1.670,-1.802,0.082
