stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.354,"[-3.229, 0.522]",1.876,-1.308,0.220
norefined,c,-5.545,"[-15.285, 4.196]",9.740,-1.032,0.327
norefined,s,-2.524,"[-7.433, 2.385]",4.909,-0.932,0.373
norefined,k0,-0.424,"[-3.215, 2.368]",2.792,-0.275,0.789
norefined,k1,-0.833,"[-5.249, 3.583]",4.416,-0.342,0.739
norefined,k2,-0.457,"[-6.473, 5.56]",6.017,-0.138,0.893
norefined,k3,-0.060,"[-3.377, 3.257]",3.317,-0.033,0.975
norefined,k4,0.686,"[-2.644, 4.017]",3.331,0.374,0.717
norefined,k5,0.295,"[-3.227, 3.817]",3.522,0.152,0.882
refined,tt,-1.395,"[-2.554, -0.236]",1.159,-2.181,0.054
refined,c,-6.025,"[-11.047, -1.003]",5.022,-2.174,0.055
refined,s,-3.401,"[-5.746, -1.056]",2.345,-2.629,0.025
refined,k0,-0.883,"[-2.593, 0.826]",1.709,-0.937,0.371
refined,k1,-2.296,"[-4.911, 0.32]",2.616,-1.591,0.143
refined,k2,2.600,"[-0.924, 6.124]",3.524,1.337,0.211
refined,k3,-0.823,"[-2.256, 0.609]",1.432,-1.042,0.322
refined,k4,0.482,"[-1.301, 2.265]",1.783,0.490,0.635
refined,k5,0.696,"[-1.357, 2.749]",2.053,0.614,0.553
