attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.395,"[-2.554, -0.236]",1.159,-2.181,0.054,93,0.250,21494961.969,0.092,-1.000,-0.395,0,0,fn
c,-6.025,"[-11.047, -1.003]",5.022,-2.174,0.055,93,0.250,21494961.969,0.092,-6.000,-0.025,0,0,fn
s,-3.401,"[-5.746, -1.056]",2.345,-2.629,0.025,93,0.250,21494961.969,0.092,-3.000,-0.401,0,0,fn
k0,-0.883,"[-2.593, 0.826]",1.709,-0.937,0.371,93,0.250,21494961.969,0.092,0.000,-0.883,0,0,fp
k1,-2.296,"[-4.911, 0.32]",2.616,-1.591,0.143,93,0.250,21494961.969,0.092,0.000,-2.296,0,0,fp
k2,2.600,"[-0.924, 6.124]",3.524,1.337,0.211,93,0.250,21494961.969,0.092,0.000,2.600,0,0,fp
k3,-0.823,"[-2.256, 0.609]",1.432,-1.042,0.322,93,0.250,21494961.969,0.092,0.000,-0.823,0,0,fp
k4,0.482,"[-1.301, 2.265]",1.783,0.490,0.635,93,0.250,21494961.969,0.092,0.000,0.482,0,0,fp
k5,0.696,"[-1.357, 2.749]",2.053,0.614,0.553,93,0.250,21494961.969,0.092,0.000,0.696,0,0,fp
vot,0.231,,,,,93,0.250,21494961.969,0.092,0.167,0.065,0,0,fn
tt,-3.737,"[-6.133, -1.34]",2.397,-2.649,0.013,93,0.500,28138532.537,0.070,-1.000,-2.737,0,0,fn
c,-20.051,"[-32.696, -7.405]",12.646,-2.694,0.012,93,0.500,28138532.537,0.070,-6.000,-14.051,0,0,fn
s,-12.077,"[-19.893, -4.26]",7.817,-2.625,0.014,93,0.500,28138532.537,0.070,-3.000,-9.077,0,0,fn
k0,2.199,"[0.412, 3.987]",1.788,2.090,0.045,93,0.500,28138532.537,0.070,0.000,2.199,0,1,fp
k1,-0.564,"[-1.502, 0.374]",0.938,-1.022,0.315,93,0.500,28138532.537,0.070,0.000,-0.564,0,0,fp
k2,3.104,"[0.654, 5.555]",2.451,2.152,0.040,93,0.500,28138532.537,0.070,0.000,3.104,0,1,fp
k3,2.652,"[0.105, 5.198]",2.547,1.769,0.087,93,0.500,28138532.537,0.070,0.000,2.652,0,1,fp
k4,-3.558,"[-6.307, -0.81]",2.748,-2.200,0.036,93,0.500,28138532.537,0.070,0.000,-3.558,0,1,fp
k5,-1.771,"[-3.442, -0.101]",1.670,-1.802,0.082,93,0.500,28138532.537,0.070,0.000,-1.771,0,1,fp
vot,0.186,,,,,93,0.500,28138532.537,0.070,0.167,0.020,0,0,fn
tt,-0.890,"[-1.168, -0.611]",0.279,-5.356,0.000,93,0.750,73709853.470,0.099,-1.000,0.110,0,0,fn
c,-5.293,"[-6.775, -3.811]",1.482,-5.992,0.000,93,0.750,73709853.470,0.099,-6.000,0.707,0,0,fn
s,-2.680,"[-3.409, -1.95]",0.730,-6.160,0.000,93,0.750,73709853.470,0.099,-3.000,0.320,0,0,fn
k0,0.117,"[-0.291, 0.524]",0.407,0.481,0.633,93,0.750,73709853.470,0.099,0.000,0.117,0,0,fp
k1,-0.276,"[-0.675, 0.122]",0.399,-1.162,0.251,93,0.750,73709853.470,0.099,0.000,-0.276,0,0,fp
k2,0.241,"[-0.259, 0.741]",0.500,0.808,0.423,93,0.750,73709853.470,0.099,0.000,0.241,0,0,fp
k3,-0.078,"[-0.36, 0.204]",0.282,-0.466,0.643,93,0.750,73709853.470,0.099,0.000,-0.078,0,0,fp
k4,0.011,"[-0.5, 0.522]",0.511,0.036,0.971,93,0.750,73709853.470,0.099,0.000,0.011,0,0,fp
k5,0.238,"[-0.204, 0.681]",0.442,0.904,0.370,93,0.750,73709853.470,0.099,0.000,0.238,0,0,fp
vot,0.168,,,,,93,0.750,73709853.470,0.099,0.167,0.001,0,0,fn
