stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.888,"[-1.412, -0.363]",0.524,-2.839,0.007
norefined,c,-5.542,"[-8.681, -2.403]",3.139,-2.961,0.005
norefined,s,-3.150,"[-5.026, -1.274]",1.876,-2.816,0.007
norefined,k0,1.008,"[-0.315, 2.33]",1.323,1.278,0.208
norefined,k1,1.202,"[0.148, 2.255]",1.053,1.914,0.062
norefined,k2,-1.217,"[-2.114, -0.321]",0.896,-2.279,0.027
norefined,k3,-0.076,"[-1.457, 1.306]",1.381,-0.092,0.927
norefined,k4,-0.926,"[-2.232, 0.38]",1.306,-1.189,0.240
norefined,k5,0.190,"[-1.072, 1.452]",1.262,0.253,0.802
refined,tt,-1.190,"[-1.691, -0.688]",0.502,-3.979,0.000
refined,c,-7.010,"[-9.977, -4.043]",2.967,-3.963,0.000
refined,s,-3.924,"[-5.582, -2.267]",1.657,-3.971,0.000
refined,k0,0.245,"[-0.499, 0.989]",0.744,0.553,0.583
refined,k1,0.022,"[-0.44, 0.483]",0.462,0.080,0.937
refined,k2,-0.231,"[-0.774, 0.312]",0.543,-0.713,0.479
refined,k3,-0.086,"[-1.002, 0.83]",0.916,-0.157,0.876
refined,k4,0.195,"[-0.557, 0.946]",0.751,0.435,0.666
refined,k5,0.018,"[-0.661, 0.696]",0.679,0.043,0.966
