stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,37.311,1.857,0.000,38,0,9,1142826163.592,90849963.574
refined,127.137,1.857,0.000,38,0,9,1142826163.592,28248325.641
