stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.382,-5.383,-1.893,1.964,1.898,-1.261,0.766,-0.431,0.937,817082822.252,0.257
norefined,2,-1.386,-5.420,-2.124,1.805,1.709,-1.305,0.510,-0.595,0.737,610731283.399,0.256
norefined,3,-1.097,-5.462,-2.355,1.669,1.582,-1.336,0.323,-0.727,0.584,324350009.929,0.201
norefined,4,-1.158,-5.436,-2.647,1.481,1.390,-1.318,0.165,-0.865,0.374,169584637.675,0.213
norefined,5,-1.118,-5.389,-2.962,1.294,1.195,-1.248,0.010,-0.993,0.207,98460523.173,0.207
norefined,6,-1.350,-5.299,-3.196,1.113,0.961,-1.133,-0.110,-1.069,0.097,98485098.698,0.255
norefined,7,-0.868,-5.391,-3.239,1.058,0.951,-1.167,-0.167,-1.074,0.088,112742191.427,0.161
norefined,8,-1.352,-5.312,-3.275,1.045,0.878,-1.129,-0.169,-1.082,0.051,93980965.297,0.255
norefined,9,-0.870,-5.413,-3.294,0.994,0.875,-1.170,-0.216,-1.074,0.049,105698849.712,0.161
norefined,10,-1.355,-5.334,-3.326,0.982,0.805,-1.134,-0.216,-1.079,0.014,90849963.575,0.254
refined,11,-1.355,-5.334,-3.326,0.982,0.805,-1.134,-0.216,-1.079,0.014,90849963.575,0.254
refined,12,-0.404,-3.084,-1.938,-0.553,-0.242,-0.084,-0.743,0.920,0.062,170106056.710,0.131
refined,13,-0.711,-3.986,-2.382,0.147,0.040,-0.458,-0.666,0.066,-0.155,36810120.428,0.178
refined,14,-0.971,-5.236,-3.159,0.256,-0.089,-0.679,-0.590,0.059,-0.223,28993759.887,0.186
refined,15,-1.089,-5.860,-3.559,0.315,-0.240,-0.768,-0.545,0.159,-0.207,28350419.271,0.186
refined,16,-1.141,-6.153,-3.747,0.339,-0.305,-0.805,-0.512,0.201,-0.181,28268443.558,0.185
refined,17,-1.167,-6.306,-3.844,0.350,-0.334,-0.822,-0.493,0.215,-0.172,28252674.323,0.185
refined,18,-1.179,-6.377,-3.890,0.355,-0.348,-0.831,-0.483,0.222,-0.168,28249268.747,0.185
refined,19,-1.185,-6.412,-3.912,0.357,-0.355,-0.835,-0.478,0.224,-0.166,28248502.507,0.185
refined,20,-1.187,-6.429,-3.923,0.358,-0.358,-0.837,-0.475,0.226,-0.165,28248325.641,0.185
