stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,60.160,1.857,0.000,38,0,9,1397382901.299,71040238.632
refined,190.587,1.857,0.000,38,0,9,1397382901.299,23232534.210
