stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.244,-5.544,-1.600,1.396,-1.940,0.188,-0.718,-1.375,-1.831,565119355.901,-0.044
norefined,2,-0.237,-5.548,-1.608,1.286,-2.011,0.184,-0.726,-1.395,-1.811,304115260.003,0.043
norefined,3,-0.703,-5.572,-1.594,1.163,-2.073,0.195,-0.696,-1.347,-1.713,199656535.299,0.126
norefined,4,-1.007,-5.673,-1.614,0.931,-2.074,0.151,-0.639,-1.204,-1.453,172859387.981,0.177
norefined,5,-0.638,-5.847,-1.637,0.910,-1.975,0.066,-0.521,-1.076,-1.266,159670778.394,0.109
norefined,6,-1.082,-5.838,-1.725,0.801,-1.929,0.013,-0.443,-1.028,-1.125,148544078.661,0.185
norefined,7,-0.650,-5.972,-1.751,0.806,-1.851,-0.048,-0.358,-0.929,-0.990,141413166.033,0.109
norefined,8,-1.125,-5.915,-1.838,0.753,-1.819,-0.087,-0.310,-0.928,-0.917,135757086.431,0.190
norefined,9,-0.670,-6.032,-1.865,0.761,-1.761,-0.133,-0.248,-0.842,-0.808,131171555.635,0.111
norefined,10,-1.151,-5.956,-1.950,0.725,-1.739,-0.168,-0.219,-0.862,-0.763,127351662.207,0.193
refined,11,-1.151,-5.956,-1.950,0.725,-1.739,-0.168,-0.219,-0.862,-0.763,127351662.207,0.193
refined,12,-0.629,-4.377,-2.662,-0.125,-0.404,-0.679,0.628,-0.021,0.609,148595388.395,0.144
refined,13,-0.858,-4.964,-2.556,0.274,-0.722,-0.511,0.243,0.020,0.128,74427207.338,0.173
refined,14,-1.217,-7.399,-3.606,0.298,-0.940,-0.699,0.569,-0.484,0.342,67831353.591,0.165
refined,15,-1.344,-8.103,-3.965,0.264,-1.011,-0.690,0.735,-0.551,0.405,67196611.733,0.166
refined,16,-1.405,-8.447,-4.140,0.246,-1.045,-0.689,0.816,-0.579,0.439,67088928.890,0.166
refined,17,-1.433,-8.602,-4.222,0.240,-1.062,-0.692,0.849,-0.588,0.455,67069720.812,0.167
refined,18,-1.446,-8.673,-4.260,0.237,-1.070,-0.693,0.864,-0.591,0.462,67066122.715,0.167
refined,19,-1.452,-8.704,-4.277,0.236,-1.073,-0.693,0.870,-0.591,0.465,67065427.269,0.167
refined,20,-1.454,-8.719,-4.285,0.235,-1.074,-0.694,0.873,-0.592,0.466,67065290.735,0.167
