stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,54.728,1.727,0.000,76,0,9,3389592842.367,405864457.459
refined,76.619,1.727,0.000,76,0,9,3389592842.367,300173324.208
