stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.914,"[-1.852, 0.025]",0.938,-1.624,0.109
norefined,c,-6.973,"[-14.038, 0.092]",7.065,-1.646,0.104
norefined,s,-3.310,"[-7.309, 0.688]",3.999,-1.381,0.172
norefined,k0,-1.224,"[-2.809, 0.36]",1.585,-1.289,0.202
norefined,k1,0.623,"[-0.851, 2.097]",1.474,0.705,0.483
norefined,k2,-1.960,"[-5.152, 1.231]",3.192,-1.024,0.309
norefined,k3,-1.230,"[-3.508, 1.048]",2.278,-0.901,0.371
norefined,k4,0.886,"[-1.062, 2.835]",1.948,0.759,0.451
norefined,k5,-1.655,"[-4.314, 1.005]",2.659,-1.038,0.303
refined,tt,-1.056,"[-2.0, -0.113]",0.943,-1.868,0.066
refined,c,-6.517,"[-11.65, -1.384]",5.133,-2.118,0.038
refined,s,-3.493,"[-6.853, -0.133]",3.360,-1.734,0.088
refined,k0,-0.503,"[-1.519, 0.514]",1.017,-0.825,0.413
refined,k1,-0.652,"[-1.819, 0.514]",1.167,-0.933,0.354
refined,k2,0.230,"[-1.272, 1.732]",1.502,0.256,0.799
refined,k3,0.373,"[-0.882, 1.628]",1.255,0.495,0.622
refined,k4,-0.230,"[-1.708, 1.248]",1.478,-0.260,0.796
refined,k5,-0.227,"[-1.59, 1.136]",1.363,-0.277,0.782
