stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.460,-6.945,-2.684,-1.839,1.509,-1.625,-1.891,1.128,-1.428,1100984629.264,-0.066
norefined,2,-0.015,-6.956,-2.639,-1.904,1.424,-1.666,-1.927,1.096,-1.511,669934137.751,0.002
norefined,3,-0.506,-6.943,-2.634,-1.942,1.365,-1.707,-1.927,1.078,-1.549,513527331.361,0.073
norefined,4,-0.929,-6.934,-2.768,-1.821,1.271,-1.764,-1.825,1.113,-1.428,500130243.405,0.134
norefined,5,-0.594,-6.956,-3.018,-1.674,1.143,-1.731,-1.738,1.174,-1.272,467851902.868,0.085
norefined,6,-1.052,-6.926,-3.098,-1.575,1.043,-1.765,-1.642,1.198,-1.225,463215915.356,0.152
norefined,7,-0.708,-6.927,-3.343,-1.425,0.905,-1.709,-1.543,1.247,-1.104,431992408.985,0.102
norefined,8,-1.154,-6.873,-3.430,-1.320,0.774,-1.714,-1.435,1.257,-1.090,428438570.879,0.168
norefined,9,-0.757,-6.873,-3.637,-1.190,0.654,-1.655,-1.345,1.279,-1.013,405864457.460,0.110
norefined,10,-1.235,-6.829,-3.654,-1.124,0.556,-1.654,-1.277,1.272,-1.013,409076720.842,0.181
refined,11,-0.757,-6.873,-3.637,-1.190,0.654,-1.655,-1.345,1.279,-1.013,405864457.460,0.110
refined,12,-1.081,-4.465,-3.034,-0.074,-1.298,1.257,0.684,-0.219,0.887,442233522.914,0.242
refined,13,-1.179,-5.816,-3.504,-0.751,-0.960,0.981,0.254,-0.135,0.931,314970336.101,0.203
refined,14,-1.248,-6.765,-4.036,-0.604,-0.719,0.365,0.134,0.116,0.441,302118723.277,0.184
refined,15,-1.394,-7.577,-4.627,-0.715,-0.883,0.338,0.104,0.216,0.557,300699682.783,0.184
refined,16,-1.399,-7.679,-4.719,-0.717,-0.915,0.213,0.054,0.250,0.551,300357315.943,0.182
refined,17,-1.473,-8.059,-4.995,-0.762,-0.979,0.225,0.046,0.249,0.622,300243685.142,0.183
refined,18,-1.456,-8.018,-4.969,-0.752,-0.979,0.151,0.020,0.266,0.595,300200578.836,0.182
refined,19,-1.508,-8.276,-5.154,-0.784,-1.018,0.177,0.020,0.261,0.645,300180660.911,0.182
refined,20,-1.480,-8.168,-5.078,-0.769,-1.006,0.121,0.003,0.274,0.611,300173324.209,0.181
