stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.723,"[-1.25, -0.195]",0.528,-2.285,0.025
norefined,c,-6.806,"[-11.145, -2.466]",4.340,-2.616,0.011
norefined,s,-3.584,"[-6.228, -0.941]",2.644,-2.261,0.027
norefined,k0,-0.591,"[-1.432, 0.25]",0.841,-1.172,0.245
norefined,k1,0.598,"[-0.322, 1.518]",0.920,1.085,0.282
norefined,k2,-1.726,"[-3.519, 0.068]",1.793,-1.605,0.113
norefined,k3,-1.685,"[-2.984, -0.385]",1.299,-2.163,0.034
norefined,k4,0.611,"[-0.453, 1.675]",1.064,0.958,0.342
norefined,k5,-1.142,"[-2.411, 0.127]",1.269,-1.501,0.138
refined,tt,-0.674,"[-0.893, -0.456]",0.219,-5.147,0.000
refined,c,-3.855,"[-5.036, -2.674]",1.181,-5.445,0.000
refined,s,-1.942,"[-2.623, -1.261]",0.681,-4.756,0.000
refined,k0,0.212,"[-0.168, 0.592]",0.380,0.931,0.355
refined,k1,-0.173,"[-0.54, 0.194]",0.367,-0.787,0.434
refined,k2,0.283,"[-0.21, 0.776]",0.493,0.957,0.342
refined,k3,-0.159,"[-0.544, 0.226]",0.385,-0.688,0.494
refined,k4,-0.691,"[-1.193, -0.189]",0.502,-2.295,0.025
refined,k5,-0.139,"[-0.552, 0.274]",0.413,-0.562,0.576
