stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,10.518,2.347,0.001,0,9,704628728.919,67325705.187,19
refined,85.180,2.347,0.000,0,9,704628728.919,9073060.180,19
