stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.405,-4.285,-2.137,-0.332,0.823,0.303,0.044,-0.140,0.604,234444595.427,1584,0,0,0.094
norefined,2,-0.856,-4.284,-2.121,-0.397,0.756,0.178,0.069,-0.174,0.463,129384504.880,1584,0,0,0.200
norefined,3,-0.425,-4.314,-2.306,-0.415,0.650,0.117,0.118,-0.114,0.373,137962198.524,1584,0,0,0.099
norefined,4,-0.909,-4.294,-2.256,-0.440,0.632,0.036,0.141,-0.129,0.302,94910006.258,1584,0,0,0.212
norefined,5,-0.450,-4.324,-2.421,-0.423,0.568,0.018,0.184,-0.062,0.286,112848932.218,1584,0,0,0.104
norefined,6,-0.939,-4.298,-2.363,-0.438,0.567,-0.044,0.199,-0.076,0.241,80681199.495,1584,0,0,0.218
norefined,7,-0.473,-4.329,-2.516,-0.413,0.518,-0.047,0.238,-0.013,0.250,100164227.687,1584,0,0,0.109
norefined,8,-0.964,-4.303,-2.454,-0.425,0.524,-0.102,0.246,-0.031,0.217,72547203.319,1584,0,0,0.224
norefined,9,-0.495,-4.336,-2.599,-0.398,0.483,-0.097,0.282,0.028,0.238,92277313.179,1584,0,0,0.114
norefined,10,-0.986,-4.309,-2.533,-0.412,0.493,-0.147,0.283,0.006,0.211,67325705.187,1584,0,0,0.229
refined,11,-0.986,-4.309,-2.533,-0.412,0.493,-0.147,0.283,0.006,0.211,67325705.187,1584,0,0,0.229
refined,12,-0.732,-4.326,-2.660,-0.359,0.736,-0.582,0.180,0.141,0.324,11173352.979,1584,0,0,0.169
refined,13,-0.822,-4.637,-2.843,-0.232,0.572,-0.522,0.462,-0.030,0.337,9242781.712,1584,0,0,0.177
refined,14,-0.848,-4.831,-2.904,-0.114,0.543,-0.601,0.468,-0.084,0.349,9156408.381,1584,0,0,0.176
refined,15,-0.861,-4.945,-2.942,-0.027,0.540,-0.644,0.472,-0.135,0.340,9126054.799,1584,0,0,0.174
refined,16,-0.873,-5.050,-2.980,0.037,0.543,-0.688,0.468,-0.168,0.337,9109589.508,1584,0,0,0.173
refined,17,-0.884,-5.137,-3.011,0.092,0.545,-0.721,0.468,-0.198,0.334,9098531.519,1584,0,0,0.172
refined,18,-0.894,-5.221,-3.043,0.141,0.548,-0.755,0.466,-0.224,0.333,9089754.790,1584,0,0,0.171
refined,19,-0.905,-5.305,-3.075,0.189,0.551,-0.788,0.465,-0.250,0.331,9081659.145,1584,0,0,0.171
refined,20,-0.916,-5.396,-3.110,0.239,0.555,-0.824,0.463,-0.276,0.330,9073060.180,1584,0,0,0.170
