attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.087,"[-1.651, -0.523]",0.564,-3.212,0.002,5.877,ngd,63,210174533.995,0.152,-1.000,-0.087,0,0,fn
c,-7.389,"[-11.125, -3.652]",3.736,-3.294,0.002,5.877,ngd,63,210174533.995,0.152,-6.000,-1.389,0,0,fn
s,-4.229,"[-6.156, -2.302]",1.927,-3.657,0.000,5.877,ngd,63,210174533.995,0.152,-3.000,-1.229,0,0,fn
vot,0.147,,,,,5.877,ngd,63,210174533.995,0.152,0.167,-0.020,0,0,fn
tt,-2.535,"[-4.906, -0.165]",2.371,-1.782,0.079,6.186,lm,63,536811183.779,0.244,-1.000,-1.535,0,0,fn
c,-23.049,"[-45.509, -0.588]",22.460,-1.710,0.092,6.186,lm,63,536811183.779,0.244,-6.000,-17.049,0,0,fn
s,-4.415,"[-8.925, 0.095]",4.510,-1.631,0.107,6.186,lm,63,536811183.779,0.244,-3.000,-1.415,1,0,fn
vot,0.110,,,,,6.186,lm,63,536811183.779,0.244,0.167,-0.057,0,0,fn
tt,-1.477,"[-2.268, -0.686]",0.791,-3.112,0.003,11.849,ngd+lm,63,184616652.844,0.143,-1.000,-0.477,0,0,fn
c,-9.499,"[-14.595, -4.402]",5.097,-3.105,0.003,11.849,ngd+lm,63,184616652.844,0.143,-6.000,-3.499,0,0,fn
s,-4.576,"[-6.82, -2.333]",2.243,-3.399,0.001,11.849,ngd+lm,63,184616652.844,0.143,-3.000,-1.576,0,0,fn
vot,0.156,,,,,11.849,ngd+lm,63,184616652.844,0.143,0.167,-0.011,0,0,fn
