stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.725,"[-1.104, -0.346]",0.379,-3.191,0.002
norefined,c,-6.334,"[-9.342, -3.325]",3.008,-3.511,0.001
norefined,s,-2.895,"[-4.468, -1.322]",1.573,-3.069,0.003
norefined,k0,0.778,"[-0.293, 1.849]",1.071,1.211,0.230
norefined,k1,-0.140,"[-0.776, 0.496]",0.636,-0.367,0.715
norefined,k2,-0.524,"[-1.393, 0.344]",0.868,-1.007,0.317
norefined,k3,-1.294,"[-2.426, -0.161]",1.132,-1.906,0.061
norefined,k4,0.557,"[-0.296, 1.41]",0.853,1.089,0.280
norefined,k5,0.134,"[-0.58, 0.848]",0.714,0.313,0.756
refined,tt,-0.927,"[-1.322, -0.532]",0.395,-3.918,0.000
refined,c,-6.478,"[-9.175, -3.782]",2.696,-4.008,0.000
refined,s,-3.170,"[-4.659, -1.68]",1.490,-3.549,0.001
refined,k0,-0.648,"[-1.646, 0.351]",0.999,-1.081,0.283
refined,k1,-0.310,"[-0.909, 0.288]",0.599,-0.865,0.390
refined,k2,-0.274,"[-0.927, 0.38]",0.654,-0.698,0.488
refined,k3,0.382,"[-0.584, 1.348]",0.966,0.659,0.512
refined,k4,0.647,"[-0.074, 1.368]",0.721,1.497,0.139
refined,k5,-0.528,"[-1.111, 0.055]",0.583,-1.511,0.136
