stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.366,"[-2.122, -0.611]",0.755,-3.611,0.001
norefined,c,-5.861,"[-9.573, -2.15]",3.711,-3.152,0.002
norefined,s,-3.661,"[-5.803, -1.519]",2.142,-3.411,0.001
norefined,k0,-0.836,"[-1.501, -0.17]",0.666,-2.506,0.015
norefined,k1,-0.293,"[-0.938, 0.352]",0.645,-0.907,0.368
norefined,k2,0.388,"[-0.287, 1.062]",0.675,1.147,0.256
norefined,k3,0.671,"[-0.094, 1.436]",0.765,1.750,0.085
norefined,k4,-0.374,"[-1.139, 0.391]",0.765,-0.976,0.332
norefined,k5,-0.256,"[-0.879, 0.366]",0.623,-0.821,0.414
refined,tt,-1.748,"[-2.816, -0.68]",1.068,-3.268,0.002
refined,c,-10.487,"[-17.076, -3.897]",6.589,-3.176,0.002
refined,s,-5.060,"[-8.101, -2.019]",3.041,-3.321,0.001
refined,k0,-0.594,"[-1.208, 0.021]",0.614,-1.929,0.058
refined,k1,-0.285,"[-0.885, 0.316]",0.600,-0.946,0.348
refined,k2,0.262,"[-0.469, 0.993]",0.731,0.716,0.476
refined,k3,-0.224,"[-0.904, 0.455]",0.680,-0.659,0.512
refined,k4,0.246,"[-0.548, 1.04]",0.794,0.618,0.539
refined,k5,-0.356,"[-0.981, 0.269]",0.625,-1.138,0.259
