stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.399,"[-2.322, -0.476]",0.923,-3.025,0.004
norefined,c,-6.487,"[-11.068, -1.905]",4.581,-2.826,0.006
norefined,s,-3.402,"[-5.895, -0.91]",2.493,-2.725,0.008
norefined,k0,-0.228,"[-1.596, 1.139]",1.367,-0.334,0.740
norefined,k1,-0.134,"[-1.331, 1.064]",1.197,-0.223,0.824
norefined,k2,-0.133,"[-1.539, 1.274]",1.406,-0.188,0.851
norefined,k3,-0.487,"[-2.259, 1.284]",1.771,-0.549,0.585
norefined,k4,-0.207,"[-1.5, 1.086]",1.293,-0.319,0.751
norefined,k5,0.351,"[-0.974, 1.676]",1.325,0.529,0.599
refined,tt,-1.085,"[-1.742, -0.428]",0.657,-3.298,0.002
refined,c,-5.444,"[-8.792, -2.097]",3.347,-3.246,0.002
refined,s,-3.055,"[-5.033, -1.077]",1.978,-3.083,0.003
refined,k0,-0.650,"[-1.909, 0.608]",1.259,-1.031,0.306
refined,k1,0.080,"[-0.977, 1.137]",1.057,0.150,0.881
refined,k2,-0.335,"[-1.535, 0.866]",1.201,-0.556,0.580
refined,k3,-0.227,"[-1.623, 1.168]",1.396,-0.325,0.746
refined,k4,-0.009,"[-1.058, 1.041]",1.050,-0.016,0.987
refined,k5,0.128,"[-0.918, 1.174]",1.046,0.244,0.808
