stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.453,"[-2.466, -0.44]",1.013,-2.864,0.006
norefined,c,-5.508,"[-9.222, -1.794]",3.714,-2.960,0.004
norefined,s,-3.437,"[-5.842, -1.032]",2.405,-2.852,0.006
norefined,k0,-0.913,"[-2.069, 0.244]",1.156,-1.575,0.120
norefined,k1,0.932,"[-0.301, 2.165]",1.233,1.509,0.136
norefined,k2,1.062,"[-0.351, 2.476]",1.414,1.500,0.138
norefined,k3,-0.983,"[-2.401, 0.435]",1.418,-1.384,0.171
norefined,k4,-2.222,"[-4.364, -0.08]",2.142,-2.071,0.042
norefined,k5,1.569,"[-0.056, 3.193]",1.624,1.928,0.058
refined,tt,-0.862,"[-1.162, -0.561]",0.301,-5.713,0.000
refined,c,-4.450,"[-5.936, -2.964]",1.486,-5.976,0.000
refined,s,-2.310,"[-3.255, -1.365]",0.945,-4.877,0.000
refined,k0,-0.105,"[-0.579, 0.369]",0.474,-0.441,0.660
refined,k1,0.010,"[-0.456, 0.477]",0.466,0.044,0.965
refined,k2,-0.387,"[-0.874, 0.1]",0.487,-1.586,0.118
refined,k3,-0.641,"[-1.306, 0.025]",0.666,-1.922,0.059
refined,k4,-0.381,"[-0.957, 0.196]",0.576,-1.318,0.192
refined,k5,0.541,"[-0.116, 1.198]",0.657,1.643,0.105
