stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,64.006,2.023,0.000,76,0,9,3214014870.732,334871505.806
refined,172.857,2.023,0.000,76,0,9,3214014870.732,132703150.358
