stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.728,"[-1.194, -0.261]",0.467,-3.111,0.003
norefined,c,-5.193,"[-8.458, -1.928]",3.265,-3.175,0.002
norefined,s,-3.858,"[-6.388, -1.327]",2.530,-3.043,0.003
norefined,k0,-0.209,"[-1.367, 0.948]",1.157,-0.361,0.719
norefined,k1,-0.280,"[-1.181, 0.621]",0.901,-0.620,0.537
norefined,k2,-0.626,"[-1.225, -0.026]",0.600,-2.084,0.041
norefined,k3,-0.545,"[-1.866, 0.776]",1.321,-0.824,0.413
norefined,k4,0.690,"[-0.102, 1.482]",0.792,1.738,0.087
norefined,k5,0.252,"[-0.535, 1.04]",0.788,0.639,0.525
refined,tt,-0.783,"[-1.004, -0.562]",0.221,-7.068,0.000
refined,c,-4.707,"[-6.064, -3.35]",1.357,-6.924,0.000
refined,s,-2.192,"[-2.886, -1.498]",0.694,-6.306,0.000
refined,k0,-0.099,"[-0.663, 0.465]",0.564,-0.351,0.727
refined,k1,-0.159,"[-0.55, 0.232]",0.391,-0.812,0.420
refined,k2,-0.222,"[-0.502, 0.059]",0.280,-1.577,0.119
refined,k3,0.180,"[-0.234, 0.593]",0.414,0.867,0.389
refined,k4,-0.002,"[-0.297, 0.293]",0.295,-0.015,0.988
refined,k5,0.367,"[-0.034, 0.768]",0.401,1.825,0.072
