stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.152,-4.406,-4.373,0.332,0.013,-0.912,-0.864,1.020,0.195,857772109.664,0.262
norefined,2,-0.709,-4.532,-4.402,0.205,-0.036,-0.882,-0.749,0.956,0.205,502673998.453,0.156
norefined,3,-1.157,-4.645,-4.240,0.155,-0.061,-0.824,-0.746,0.900,0.179,644923527.197,0.249
norefined,4,-0.704,-4.758,-4.274,0.042,-0.100,-0.788,-0.640,0.836,0.192,441516082.566,0.148
norefined,5,-1.181,-4.808,-4.143,0.041,-0.097,-0.756,-0.667,0.803,0.170,558542247.802,0.246
norefined,6,-0.722,-4.911,-4.182,-0.061,-0.127,-0.717,-0.570,0.739,0.185,397771312.895,0.147
norefined,7,-1.201,-4.946,-4.058,-0.049,-0.116,-0.689,-0.602,0.711,0.167,499229027.071,0.243
norefined,8,-0.737,-5.042,-4.100,-0.141,-0.138,-0.649,-0.511,0.647,0.183,363462572.205,0.146
norefined,9,-1.217,-5.068,-3.979,-0.121,-0.121,-0.623,-0.546,0.620,0.166,453797852.751,0.240
norefined,10,-0.749,-5.159,-4.024,-0.206,-0.137,-0.582,-0.461,0.556,0.183,334871505.807,0.145
refined,11,-0.749,-5.159,-4.024,-0.206,-0.137,-0.582,-0.461,0.556,0.183,334871505.807,0.145
refined,12,-1.026,-6.093,-3.238,0.050,0.361,-0.146,0.335,-0.582,0.387,153055995.457,0.168
refined,13,-1.158,-6.825,-3.834,-0.167,0.241,-0.063,0.233,-0.162,0.115,134166862.517,0.170
refined,14,-1.265,-7.417,-4.185,-0.146,0.157,-0.031,0.294,-0.090,0.036,132859601.002,0.171
refined,15,-1.286,-7.515,-4.229,-0.126,0.121,-0.028,0.371,-0.082,0.016,132729309.545,0.171
refined,16,-1.314,-7.685,-4.326,-0.115,0.114,-0.029,0.389,-0.083,0.011,132708995.071,0.171
refined,17,-1.311,-7.661,-4.309,-0.106,0.106,-0.029,0.411,-0.084,0.003,132704855.421,0.171
refined,18,-1.322,-7.728,-4.348,-0.106,0.107,-0.029,0.410,-0.084,0.004,132703756.239,0.171
refined,19,-1.317,-7.695,-4.328,-0.103,0.104,-0.029,0.418,-0.085,0.001,132703361.837,0.171
refined,20,-1.322,-7.730,-4.349,-0.103,0.105,-0.029,0.415,-0.085,0.003,132703150.359,0.171
