stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,42.360,1.727,0.000,0,9,3690813765.443,551678352.329,76
refined,66.548,1.727,0.000,0,9,3690813765.443,371337383.322,76
