stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.716,-6.965,-1.654,0.163,-1.521,0.053,0.670,0.386,-1.505,1124062891.067,0.246
norefined,2,-1.331,-7.043,-1.877,0.089,-1.499,-0.047,0.519,0.304,-1.481,729045688.349,0.189
norefined,3,-0.967,-7.069,-2.168,0.065,-1.479,-0.085,0.376,0.228,-1.420,464595871.821,0.137
norefined,4,-0.633,-7.068,-2.474,0.067,-1.399,-0.123,0.252,0.139,-1.302,331781518.704,0.090
norefined,5,-1.038,-6.988,-2.689,0.105,-1.296,-0.150,0.193,0.106,-1.174,324111730.067,0.148
norefined,6,-0.625,-7.003,-2.889,0.119,-1.185,-0.178,0.133,0.054,-1.035,288097937.864,0.089
norefined,7,-1.120,-6.962,-2.876,0.130,-1.174,-0.154,0.128,0.082,-1.000,292806669.711,0.161
norefined,8,-0.683,-6.982,-3.048,0.141,-1.071,-0.178,0.084,0.039,-0.880,254813464.993,0.098
norefined,9,-1.177,-6.946,-3.009,0.148,-1.061,-0.150,0.084,0.072,-0.847,271198889.849,0.169
norefined,10,-0.729,-6.968,-3.164,0.153,-0.963,-0.173,0.047,0.032,-0.742,233186450.402,0.105
refined,11,-0.729,-6.968,-3.164,0.153,-0.963,-0.173,0.047,0.032,-0.742,233186450.402,0.105
refined,12,-1.058,-5.967,-2.922,-0.340,0.397,-0.028,0.206,0.179,0.249,127673107.992,0.177
refined,13,-1.183,-6.768,-3.282,-0.403,0.608,-0.016,-0.326,0.238,0.002,104032159.635,0.175
refined,14,-1.223,-6.961,-3.368,-0.363,0.714,0.022,-0.460,0.278,-0.060,103389562.249,0.176
refined,15,-1.226,-6.975,-3.375,-0.356,0.727,0.026,-0.477,0.279,-0.067,103380599.873,0.176
refined,16,-1.227,-6.977,-3.375,-0.355,0.728,0.026,-0.479,0.279,-0.068,103380504.569,0.176
refined,17,-1.227,-6.977,-3.375,-0.355,0.728,0.026,-0.479,0.279,-0.068,103380503.526,0.176
refined,18,-1.227,-6.977,-3.375,-0.355,0.729,0.026,-0.479,0.279,-0.068,103380503.514,0.176
refined,19,-1.227,-6.977,-3.375,-0.355,0.729,0.026,-0.479,0.279,-0.068,103380503.513,0.176
refined,20,-1.227,-6.977,-3.375,-0.355,0.729,0.026,-0.479,0.279,-0.068,103380503.513,0.176
