stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.716,-6.965,-1.654,0.163,-1.521,0.053,0.670,0.386,-1.505,1134846691.331,0.246
norefined,2,-1.341,-7.021,-1.907,0.104,-1.517,-0.026,0.515,0.295,-1.491,748325461.319,0.191
norefined,3,-0.963,-7.044,-2.189,0.094,-1.512,-0.058,0.380,0.224,-1.440,487162417.583,0.137
norefined,4,-0.622,-7.043,-2.490,0.122,-1.452,-0.110,0.261,0.137,-1.319,332218108.151,0.088
norefined,5,-0.819,-6.921,-2.868,0.202,-1.364,-0.151,0.196,0.032,-1.169,264933549.170,0.118
norefined,6,-0.429,-6.908,-3.090,0.240,-1.254,-0.180,0.151,-0.040,-1.005,384904430.051,0.062
norefined,7,-0.925,-6.869,-3.073,0.241,-1.288,-0.152,0.162,-0.036,-1.013,242963033.186,0.135
norefined,8,-0.496,-6.874,-3.243,0.267,-1.187,-0.176,0.130,-0.090,-0.866,344799059.832,0.072
norefined,9,-0.991,-6.841,-3.207,0.271,-1.220,-0.144,0.143,-0.077,-0.870,227503616.031,0.145
norefined,10,-0.551,-6.852,-3.357,0.293,-1.121,-0.167,0.117,-0.122,-0.730,316011464.738,0.080
refined,11,-0.991,-6.841,-3.207,0.271,-1.220,-0.144,0.143,-0.077,-0.870,227503616.031,0.145
refined,12,-0.575,-3.192,-1.843,0.686,-0.112,-0.410,0.475,-0.418,0.827,305530079.422,0.180
refined,13,-0.637,-3.921,-2.073,0.695,-0.455,-0.114,0.351,-0.566,0.296,124333515.460,0.162
refined,14,-0.733,-4.595,-2.388,0.668,-0.551,-0.133,0.383,-0.578,0.251,116394756.555,0.160
refined,15,-0.781,-4.888,-2.538,0.617,-0.563,-0.173,0.406,-0.543,0.286,115729723.721,0.160
refined,16,-0.801,-4.996,-2.596,0.597,-0.564,-0.193,0.410,-0.529,0.308,115642443.671,0.160
refined,17,-0.809,-5.035,-2.618,0.590,-0.563,-0.200,0.410,-0.524,0.317,115630059.219,0.161
refined,18,-0.812,-5.050,-2.626,0.587,-0.563,-0.204,0.410,-0.522,0.321,115628263.321,0.161
refined,19,-0.813,-5.056,-2.629,0.586,-0.563,-0.205,0.410,-0.521,0.322,115628001.873,0.161
refined,20,-0.814,-5.058,-2.630,0.586,-0.562,-0.205,0.410,-0.521,0.322,115627963.791,0.161
