stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.957,"[-1.485, -0.43]",0.527,-3.623,0.001
norefined,c,-6.950,"[-10.529, -3.37]",3.579,-3.875,0.000
norefined,s,-3.048,"[-4.612, -1.484]",1.564,-3.889,0.000
norefined,k0,0.181,"[-0.712, 1.074]",0.893,0.405,0.687
norefined,k1,-1.132,"[-2.081, -0.182]",0.949,-2.379,0.020
norefined,k2,-0.058,"[-1.088, 0.972]",1.030,-0.112,0.911
norefined,k3,0.133,"[-0.791, 1.056]",0.923,0.287,0.775
norefined,k4,-0.054,"[-0.814, 0.707]",0.760,-0.141,0.888
norefined,k5,-0.935,"[-1.653, -0.217]",0.718,-2.598,0.012
refined,tt,-1.204,"[-1.554, -0.853]",0.351,-6.851,0.000
refined,c,-8.291,"[-10.427, -6.154]",2.136,-7.747,0.000
refined,s,-3.852,"[-4.844, -2.86]",0.992,-7.753,0.000
refined,k0,0.089,"[-0.407, 0.585]",0.496,0.358,0.722
refined,k1,0.221,"[-0.391, 0.833]",0.612,0.721,0.474
refined,k2,0.690,"[0.092, 1.288]",0.598,2.304,0.024
refined,k3,0.156,"[-0.367, 0.678]",0.522,0.595,0.554
refined,k4,-0.162,"[-0.635, 0.311]",0.473,-0.682,0.497
refined,k5,-0.185,"[-0.622, 0.251]",0.436,-0.847,0.400
