attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.042,"[-1.546, -0.537]",0.505,-3.443,0.001,11.411,ngd,84,221557420.313,0.153,-1.000,-0.042,0,0,fn
c,-7.018,"[-10.001, -4.035]",2.983,-3.925,0.000,11.411,ngd,84,221557420.313,0.153,-6.000,-1.018,0,0,fn
s,-3.536,"[-5.058, -2.014]",1.522,-3.874,0.000,11.411,ngd,84,221557420.313,0.153,-3.000,-0.536,0,0,fn
k0,-1.291,"[-2.253, -0.329]",0.962,-2.239,0.029,11.411,ngd,84,221557420.313,0.153,0.000,-1.291,0,1,fp
k1,0.328,"[-0.475, 1.13]",0.802,0.681,0.498,11.411,ngd,84,221557420.313,0.153,0.000,0.328,0,0,fp
k2,0.684,"[-0.309, 1.677]",0.993,1.149,0.255,11.411,ngd,84,221557420.313,0.153,0.000,0.684,0,0,fp
k3,-0.851,"[-1.666, -0.036]",0.815,-1.741,0.086,11.411,ngd,84,221557420.313,0.153,0.000,-0.851,0,1,fp
k4,0.097,"[-0.951, 1.145]",1.048,0.154,0.878,11.411,ngd,84,221557420.313,0.153,0.000,0.097,0,0,fp
k5,-0.815,"[-1.86, 0.23]",1.045,-1.301,0.198,11.411,ngd,84,221557420.313,0.153,0.000,-0.815,0,0,fp
vot,0.148,,,,,11.411,ngd,84,221557420.313,0.153,0.167,-0.018,0,0,fn
tt,-2.226,"[-4.383, -0.068]",2.157,-1.721,0.090,11.709,lm,84,803475729.167,0.292,-1.000,-1.226,0,0,fn
c,-6.154,"[-12.37, 0.062]",6.216,-1.651,0.103,11.709,lm,84,803475729.167,0.292,-6.000,-0.154,1,0,fn
s,-3.846,"[-7.591, -0.101]",3.745,-1.713,0.091,11.709,lm,84,803475729.167,0.292,-3.000,-0.846,0,0,fn
k0,-0.867,"[-3.374, 1.64]",2.507,-0.577,0.566,11.709,lm,84,803475729.167,0.292,0.000,-0.867,0,0,fp
k1,0.217,"[-1.611, 2.044]",1.828,0.198,0.844,11.709,lm,84,803475729.167,0.292,0.000,0.217,0,0,fp
k2,1.369,"[-1.047, 3.785]",2.416,0.945,0.348,11.709,lm,84,803475729.167,0.292,0.000,1.369,0,0,fp
k3,-1.733,"[-4.836, 1.37]",3.103,-0.931,0.355,11.709,lm,84,803475729.167,0.292,0.000,-1.733,0,0,fp
k4,-0.219,"[-2.498, 2.06]",2.279,-0.160,0.873,11.709,lm,84,803475729.167,0.292,0.000,-0.219,0,0,fp
k5,-1.929,"[-4.386, 0.527]",2.456,-1.310,0.195,11.709,lm,84,803475729.167,0.292,0.000,-1.929,0,0,fp
vot,0.362,,,,,11.709,lm,84,803475729.167,0.292,0.167,0.195,0,0,fn
tt,-1.204,"[-1.687, -0.72]",0.483,-4.154,0.000,23.273,ngd+lm,84,146171079.642,0.124,-1.000,-0.204,0,0,fn
c,-7.289,"[-10.294, -4.284]",3.005,-4.045,0.000,23.273,ngd+lm,84,146171079.642,0.124,-6.000,-1.289,0,0,fn
s,-3.935,"[-5.604, -2.267]",1.669,-3.934,0.000,23.273,ngd+lm,84,146171079.642,0.124,-3.000,-0.935,0,0,fn
k0,-0.516,"[-1.234, 0.202]",0.718,-1.198,0.235,23.273,ngd+lm,84,146171079.642,0.124,0.000,-0.516,0,0,fp
k1,-0.359,"[-1.151, 0.434]",0.793,-0.755,0.453,23.273,ngd+lm,84,146171079.642,0.124,0.000,-0.359,0,0,fp
k2,0.296,"[-0.439, 1.031]",0.735,0.672,0.504,23.273,ngd+lm,84,146171079.642,0.124,0.000,0.296,0,0,fp
k3,0.204,"[-0.352, 0.76]",0.556,0.611,0.543,23.273,ngd+lm,84,146171079.642,0.124,0.000,0.204,0,0,fp
k4,0.703,"[-0.303, 1.71]",1.006,1.166,0.248,23.273,ngd+lm,84,146171079.642,0.124,0.000,0.703,0,0,fp
k5,-0.173,"[-0.873, 0.527]",0.700,-0.413,0.681,23.273,ngd+lm,84,146171079.642,0.124,0.000,-0.173,0,0,fp
vot,0.165,,,,,23.273,ngd+lm,84,146171079.642,0.124,0.167,-0.002,0,0,fn
