stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,35.544,2.023,0.000,0,9,2697244402.699,467089569.456,76
refined,172.638,2.023,0.000,0,9,2697244402.699,111501675.900,76
