stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,45.423,2.023,0.000,0,9,2941928506.425,414262300.914,76
refined,242.832,2.023,0.000,0,9,2941928506.425,87507214.385,76
