stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.929,"[-1.677, -0.18]",0.748,-2.070,0.042
norefined,c,-4.616,"[-8.475, -0.756]",3.859,-1.995,0.050
norefined,s,-2.986,"[-5.338, -0.633]",2.353,-2.117,0.038
norefined,k0,-0.472,"[-1.541, 0.597]",1.069,-0.737,0.464
norefined,k1,1.563,"[-0.426, 3.551]",1.988,1.311,0.194
norefined,k2,-0.288,"[-1.602, 1.026]",1.314,-0.366,0.716
norefined,k3,-1.542,"[-3.038, -0.046]",1.496,-1.719,0.090
norefined,k4,-1.485,"[-3.203, 0.233]",1.718,-1.442,0.154
norefined,k5,-0.398,"[-2.04, 1.244]",1.642,-0.404,0.687
refined,tt,-0.833,"[-1.284, -0.381]",0.451,-3.076,0.003
refined,c,-5.153,"[-7.761, -2.546]",2.608,-3.296,0.002
refined,s,-2.989,"[-4.576, -1.403]",1.587,-3.143,0.002
refined,k0,0.175,"[-0.56, 0.91]",0.735,0.398,0.692
refined,k1,0.209,"[-0.616, 1.035]",0.826,0.423,0.674
refined,k2,0.485,"[-0.611, 1.581]",1.096,0.738,0.463
refined,k3,-0.627,"[-1.42, 0.167]",0.793,-1.318,0.192
refined,k4,0.459,"[-0.243, 1.161]",0.702,1.090,0.280
refined,k5,0.061,"[-0.785, 0.906]",0.845,0.120,0.905
