stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.652,"[-1.161, -0.143]",0.509,-2.137,0.036
norefined,c,-4.854,"[-8.139, -1.568]",3.286,-2.464,0.016
norefined,s,-2.842,"[-4.806, -0.878]",1.964,-2.414,0.019
norefined,k0,-0.511,"[-1.365, 0.343]",0.854,-0.998,0.322
norefined,k1,1.451,"[-0.192, 3.094]",1.643,1.473,0.145
norefined,k2,-0.467,"[-1.613, 0.679]",1.146,-0.680,0.499
norefined,k3,-1.285,"[-2.502, -0.068]",1.217,-1.762,0.083
norefined,k4,-1.429,"[-2.976, 0.118]",1.547,-1.541,0.128
norefined,k5,-0.569,"[-2.022, 0.884]",1.453,-0.653,0.516
refined,tt,-1.431,"[-2.263, -0.6]",0.831,-2.871,0.005
refined,c,-8.681,"[-13.74, -3.622]",5.059,-2.862,0.006
refined,s,-4.306,"[-6.652, -1.959]",2.346,-3.061,0.003
refined,k0,0.341,"[-0.478, 1.161]",0.819,0.695,0.489
refined,k1,0.281,"[-0.475, 1.036]",0.755,0.620,0.537
refined,k2,0.585,"[-0.553, 1.724]",1.139,0.858,0.394
refined,k3,-0.056,"[-0.678, 0.566]",0.622,-0.150,0.881
refined,k4,-0.463,"[-1.49, 0.563]",1.026,-0.753,0.454
refined,k5,-1.171,"[-2.471, 0.129]",1.300,-1.503,0.138
