stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.895,"[-1.525, -0.265]",0.630,-2.834,0.006
norefined,c,-6.268,"[-10.132, -2.405]",3.864,-3.238,0.002
norefined,s,-2.868,"[-4.916, -0.82]",2.048,-2.795,0.007
norefined,k0,-0.055,"[-0.81, 0.701]",0.755,-0.144,0.886
norefined,k1,-0.378,"[-1.052, 0.296]",0.674,-1.119,0.267
norefined,k2,0.110,"[-0.833, 1.052]",0.943,0.232,0.817
norefined,k3,-0.147,"[-0.917, 0.623]",0.770,-0.381,0.705
norefined,k4,0.069,"[-0.557, 0.695]",0.626,0.221,0.826
norefined,k5,-0.006,"[-0.642, 0.63]",0.636,-0.018,0.985
refined,tt,-1.294,"[-2.13, -0.459]",0.836,-3.091,0.003
refined,c,-6.906,"[-11.101, -2.711]",4.195,-3.286,0.002
refined,s,-3.389,"[-5.597, -1.182]",2.207,-3.065,0.003
refined,k0,-0.196,"[-1.006, 0.615]",0.811,-0.481,0.632
refined,k1,-0.366,"[-1.059, 0.328]",0.694,-1.053,0.296
refined,k2,0.387,"[-0.467, 1.24]",0.854,0.905,0.369
refined,k3,0.075,"[-0.753, 0.902]",0.828,0.180,0.858
refined,k4,-0.163,"[-0.79, 0.464]",0.627,-0.518,0.606
refined,k5,0.149,"[-0.484, 0.781]",0.632,0.469,0.641
