stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.349,"[-1.999, -0.699]",0.650,-4.142,0.000
norefined,c,-7.684,"[-11.377, -3.992]",3.693,-4.154,0.000
norefined,s,-4.290,"[-6.212, -2.367]",1.922,-4.454,0.000
norefined,k0,-0.026,"[-0.555, 0.503]",0.529,-0.097,0.923
norefined,k1,-0.049,"[-0.869, 0.772]",0.820,-0.118,0.906
norefined,k2,-0.714,"[-1.489, 0.062]",0.775,-1.837,0.071
norefined,k3,-0.256,"[-1.354, 0.841]",1.098,-0.466,0.643
norefined,k4,-0.943,"[-2.03, 0.145]",1.087,-1.731,0.088
norefined,k5,0.280,"[-0.427, 0.987]",0.707,0.791,0.432
refined,tt,-1.164,"[-1.581, -0.747]",0.417,-5.568,0.000
refined,c,-7.201,"[-9.791, -4.61]",2.591,-5.548,0.000
refined,s,-3.164,"[-4.235, -2.094]",1.071,-5.900,0.000
refined,k0,0.190,"[-0.193, 0.573]",0.383,0.990,0.326
refined,k1,0.608,"[-0.037, 1.254]",0.646,1.880,0.064
refined,k2,-0.289,"[-0.879, 0.301]",0.590,-0.978,0.332
refined,k3,-0.317,"[-1.023, 0.389]",0.706,-0.895,0.374
refined,k4,0.220,"[-0.475, 0.915]",0.695,0.631,0.530
refined,k5,-0.337,"[-0.881, 0.206]",0.544,-1.239,0.220
