stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.261,-7.726,-3.663,-1.336,0.694,-0.439,0.610,-1.886,1.814,2132369202.684,0.034
norefined,2,-0.724,-7.705,-3.734,-1.353,0.631,-0.472,0.507,-1.859,1.697,1494162007.708,0.094
norefined,3,-1.160,-7.669,-3.824,-1.290,0.564,-0.477,0.375,-1.787,1.559,1121675530.648,0.151
norefined,4,-1.565,-7.622,-3.918,-1.173,0.472,-0.491,0.256,-1.690,1.388,867429960.301,0.205
norefined,5,-1.854,-7.572,-4.041,-1.008,0.318,-0.527,0.114,-1.530,1.163,703739839.595,0.245
norefined,6,-1.826,-7.581,-4.162,-0.829,0.098,-0.607,-0.095,-1.315,0.923,587489848.925,0.241
norefined,7,-1.758,-7.600,-4.238,-0.549,-0.108,-0.668,-0.266,-1.113,0.712,498641361.612,0.231
norefined,8,-1.690,-7.613,-4.276,-0.226,-0.276,-0.690,-0.411,-0.908,0.493,450347771.055,0.222
norefined,9,-1.856,-7.570,-4.209,0.042,-0.327,-0.593,-0.534,-0.653,0.265,468093220.736,0.245
norefined,10,-1.372,-7.670,-4.199,0.026,-0.327,-0.555,-0.527,-0.714,0.271,494230366.964,0.179
refined,11,-1.690,-7.613,-4.276,-0.226,-0.276,-0.690,-0.411,-0.908,0.493,450347771.055,0.222
refined,12,-0.600,-3.070,-1.395,0.313,-0.073,0.080,-0.891,-0.092,0.348,457890146.342,0.195
refined,13,-1.295,-6.470,-2.593,0.169,-0.155,0.036,-0.962,-0.136,0.132,406390002.237,0.200
refined,14,-0.893,-4.378,-2.080,0.046,-0.084,-0.048,-0.437,-0.003,0.160,402678850.365,0.204
refined,15,-1.171,-5.784,-2.537,0.007,-0.083,-0.063,-0.511,-0.053,0.047,397801325.204,0.202
refined,16,-1.007,-4.988,-2.259,0.050,-0.070,-0.033,-0.524,-0.033,0.107,397094113.681,0.202
refined,17,-1.096,-5.428,-2.405,0.032,-0.079,-0.043,-0.531,-0.047,0.068,396763677.256,0.202
refined,18,-1.046,-5.178,-2.321,0.043,-0.075,-0.036,-0.528,-0.039,0.089,396680080.060,0.202
refined,19,-1.074,-5.319,-2.368,0.037,-0.078,-0.040,-0.530,-0.044,0.077,396649001.116,0.202
refined,20,-1.058,-5.239,-2.341,0.040,-0.076,-0.038,-0.529,-0.041,0.084,396639728.594,0.202
