stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.690,"[-2.934, -0.446]",1.244,-2.712,0.009
norefined,c,-7.613,"[-13.381, -1.845]",5.768,-2.634,0.010
norefined,s,-4.276,"[-7.333, -1.22]",3.057,-2.793,0.007
norefined,k0,-0.226,"[-1.111, 0.659]",0.885,-0.509,0.612
norefined,k1,-0.276,"[-1.575, 1.023]",1.299,-0.424,0.673
norefined,k2,-0.690,"[-1.863, 0.484]",1.173,-1.173,0.245
norefined,k3,-0.411,"[-2.023, 1.202]",1.613,-0.508,0.613
norefined,k4,-0.908,"[-2.481, 0.665]",1.573,-1.153,0.253
norefined,k5,0.493,"[-0.614, 1.599]",1.106,0.889,0.377
refined,tt,-1.058,"[-1.669, -0.447]",0.611,-3.459,0.001
refined,c,-5.239,"[-8.353, -2.125]",3.114,-3.358,0.001
refined,s,-2.341,"[-3.589, -1.093]",1.248,-3.744,0.000
refined,k0,0.040,"[-0.515, 0.595]",0.555,0.145,0.885
refined,k1,-0.076,"[-0.828, 0.675]",0.752,-0.203,0.840
refined,k2,-0.038,"[-0.845, 0.77]",0.807,-0.093,0.926
refined,k3,-0.529,"[-1.508, 0.45]",0.979,-1.079,0.284
refined,k4,-0.041,"[-0.876, 0.793]",0.835,-0.099,0.921
refined,k5,0.084,"[-0.589, 0.757]",0.673,0.248,0.805
