stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,39.988,1.765,0.000,57,0,9,1920644750.332,226020372.310
refined,164.998,1.765,0.000,57,0,9,1920644750.332,60138476.578
