stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.404,"[-2.23, -0.578]",0.826,-2.850,0.006
norefined,c,-7.464,"[-12.261, -2.668]",4.796,-2.610,0.012
norefined,s,-3.171,"[-5.156, -1.187]",1.984,-2.681,0.010
norefined,k0,0.192,"[-0.959, 1.343]",1.151,0.279,0.781
norefined,k1,-0.877,"[-2.43, 0.677]",1.554,-0.946,0.349
norefined,k2,-0.946,"[-2.182, 0.29]",1.236,-1.284,0.205
norefined,k3,-0.823,"[-2.72, 1.075]",1.898,-0.727,0.471
norefined,k4,-1.201,"[-2.625, 0.223]",1.424,-1.415,0.164
norefined,k5,-1.164,"[-2.242, -0.087]",1.078,-1.812,0.076
refined,tt,-0.811,"[-1.026, -0.596]",0.215,-6.331,0.000
refined,c,-4.464,"[-5.601, -3.328]",1.137,-6.588,0.000
refined,s,-2.660,"[-3.364, -1.956]",0.704,-6.337,0.000
refined,k0,-0.117,"[-0.446, 0.213]",0.329,-0.594,0.555
refined,k1,-0.202,"[-0.636, 0.232]",0.434,-0.782,0.438
refined,k2,0.073,"[-0.256, 0.402]",0.329,0.370,0.713
refined,k3,0.075,"[-0.4, 0.55]",0.475,0.263,0.793
refined,k4,-0.121,"[-0.44, 0.198]",0.319,-0.636,0.528
refined,k5,0.210,"[-0.05, 0.47]",0.260,1.354,0.182
