stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,69.322,2.023,0.000,0,9,4241607576.108,411328668.107,76
refined,84.793,2.023,0.000,0,9,4241607576.108,342336826.923,76
