stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.598,"[-1.117, -0.079]",0.519,-2.299,0.025
norefined,c,-5.004,"[-9.604, -0.405]",4.600,-2.172,0.033
norefined,s,-3.080,"[-5.877, -0.283]",2.797,-2.198,0.031
norefined,k0,0.588,"[-0.599, 1.775]",1.187,0.988,0.326
norefined,k1,-1.782,"[-3.326, -0.238]",1.544,-2.303,0.024
norefined,k2,0.218,"[-0.902, 1.337]",1.119,0.388,0.699
norefined,k3,0.370,"[-1.148, 1.888]",1.518,0.486,0.628
norefined,k4,0.134,"[-0.734, 1.002]",0.868,0.309,0.759
norefined,k5,0.705,"[-0.426, 1.837]",1.131,1.244,0.218
refined,tt,-0.724,"[-1.024, -0.425]",0.300,-4.822,0.000
refined,c,-4.725,"[-6.706, -2.745]",1.980,-4.763,0.000
refined,s,-2.313,"[-3.327, -1.299]",1.014,-4.552,0.000
refined,k0,0.267,"[-0.374, 0.909]",0.641,0.833,0.408
refined,k1,-0.094,"[-0.645, 0.456]",0.550,-0.342,0.733
refined,k2,-0.065,"[-0.904, 0.774]",0.839,-0.155,0.877
refined,k3,0.000,"[-0.876, 0.876]",0.876,0.001,0.999
refined,k4,0.161,"[-0.303, 0.624]",0.463,0.692,0.491
refined,k5,0.074,"[-0.736, 0.883]",0.810,0.181,0.857
