stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,60.379,2.023,0.000,0,9,3093122937.226,339507473.345,76
refined,134.969,2.023,0.000,0,9,3093122937.226,161688767.035,76
