stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.751,"[-1.403, -0.099]",0.652,-1.922,0.059
norefined,c,-5.775,"[-10.183, -1.367]",4.408,-2.185,0.032
norefined,s,-4.129,"[-7.797, -0.46]",3.668,-1.877,0.065
norefined,k0,-0.105,"[-1.279, 1.069]",1.174,-0.149,0.882
norefined,k1,0.472,"[-1.744, 2.688]",2.216,0.356,0.723
norefined,k2,-0.539,"[-1.831, 0.754]",1.292,-0.695,0.489
norefined,k3,-1.271,"[-2.843, 0.3]",1.572,-1.349,0.182
norefined,k4,0.718,"[-0.83, 2.265]",1.547,0.774,0.442
norefined,k5,-0.134,"[-1.562, 1.294]",1.428,-0.156,0.876
refined,tt,-1.836,"[-3.88, 0.207]",2.043,-1.499,0.139
refined,c,-16.540,"[-35.588, 2.508]",19.048,-1.448,0.152
refined,s,-7.823,"[-17.136, 1.491]",9.313,-1.401,0.166
refined,k0,-2.373,"[-6.795, 2.05]",4.423,-0.895,0.374
refined,k1,0.749,"[-2.828, 4.325]",3.576,0.349,0.728
refined,k2,1.735,"[-1.709, 5.18]",3.444,0.840,0.404
refined,k3,-0.701,"[-2.466, 1.064]",1.765,-0.662,0.510
refined,k4,0.569,"[-2.25, 3.388]",2.819,0.337,0.737
refined,k5,1.109,"[-1.453, 3.672]",2.563,0.722,0.473
