stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,131.814,2.023,0.000,0,9,3021265558.072,161510541.866,76
refined,211.763,2.023,0.000,0,9,3021265558.072,102604322.043,76
