stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.791,"[-2.655, -0.926]",0.865,-4.135,0.000
norefined,c,-7.620,"[-11.125, -4.114]",3.506,-4.338,0.000
norefined,s,-4.450,"[-6.619, -2.282]",2.169,-4.096,0.000
norefined,k0,0.606,"[-1.321, 2.534]",1.927,0.628,0.532
norefined,k1,0.863,"[-0.69, 2.416]",1.553,1.109,0.271
norefined,k2,-0.180,"[-1.089, 0.73]",0.910,-0.394,0.695
norefined,k3,-1.010,"[-2.536, 0.516]",1.526,-1.321,0.191
norefined,k4,-0.277,"[-1.745, 1.19]",1.467,-0.377,0.707
norefined,k5,-0.295,"[-0.94, 0.351]",0.646,-0.912,0.365
refined,tt,-1.773,"[-2.555, -0.991]",0.782,-4.528,0.000
refined,c,-9.046,"[-13.133, -4.959]",4.087,-4.418,0.000
refined,s,-5.048,"[-7.475, -2.621]",2.427,-4.152,0.000
refined,k0,-0.752,"[-2.697, 1.193]",1.945,-0.771,0.443
refined,k1,1.044,"[-0.655, 2.744]",1.699,1.227,0.224
refined,k2,0.439,"[-0.442, 1.32]",0.881,0.994,0.324
refined,k3,0.297,"[-0.882, 1.476]",1.179,0.503,0.617
refined,k4,-0.044,"[-1.064, 0.976]",1.020,-0.085,0.932
refined,k5,-0.639,"[-1.416, 0.138]",0.777,-1.642,0.105
