stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.855,"[-2.1, 0.389]",1.245,-1.245,0.241
norefined,c,-7.213,"[-18.085, 3.659]",10.872,-1.203,0.257
norefined,s,-2.087,"[-6.6, 2.425]",4.512,-0.838,0.421
norefined,k0,-0.709,"[-3.712, 2.295]",3.003,-0.428,0.678
norefined,k1,-1.098,"[-2.76, 0.564]",1.662,-1.198,0.259
norefined,k2,0.122,"[-1.427, 1.67]",1.548,0.142,0.890
norefined,k3,0.658,"[-1.2, 2.517]",1.858,0.642,0.535
norefined,k4,0.114,"[-1.235, 1.462]",1.349,0.153,0.882
norefined,k5,-0.311,"[-2.29, 1.669]",1.979,-0.285,0.782
refined,tt,-0.774,"[-0.943, -0.605]",0.169,-8.293,0.000
refined,c,-5.174,"[-6.444, -3.903]",1.270,-7.381,0.000
refined,s,-1.963,"[-2.607, -1.319]",0.644,-5.524,0.000
refined,k0,-0.614,"[-1.223, -0.006]",0.609,-1.829,0.097
refined,k1,-0.537,"[-0.99, -0.085]",0.452,-2.153,0.057
refined,k2,0.353,"[-0.017, 0.723]",0.370,1.727,0.115
refined,k3,0.681,"[0.304, 1.059]",0.377,3.271,0.008
refined,k4,-0.497,"[-0.798, -0.197]",0.301,-2.997,0.013
refined,k5,0.684,"[0.301, 1.068]",0.383,3.234,0.009
