stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.211,-7.097,-2.251,-0.887,-1.005,0.005,0.775,0.604,-0.819,337219238.196,0.030
norefined,2,-0.697,-7.037,-2.300,-0.909,-1.072,-0.027,0.815,0.593,-0.796,78618412.748,0.099
norefined,3,-1.189,-7.000,-2.283,-0.886,-1.071,-0.043,0.834,0.541,-0.746,42515392.774,0.170
norefined,4,-0.827,-7.136,-2.109,-0.808,-0.996,0.025,0.746,0.353,-0.640,43268898.188,0.116
norefined,5,-1.316,-7.083,-2.110,-0.778,-1.007,0.016,0.778,0.309,-0.582,38632976.692,0.186
norefined,6,-0.843,-7.172,-2.079,-0.763,-1.032,0.058,0.701,0.250,-0.512,36939238.846,0.118
norefined,7,-1.333,-7.113,-2.091,-0.737,-1.047,0.051,0.740,0.216,-0.457,35810057.067,0.187
norefined,8,-0.851,-7.196,-2.076,-0.732,-1.069,0.090,0.673,0.174,-0.402,32986615.992,0.118
norefined,9,-1.341,-7.135,-2.092,-0.708,-1.082,0.084,0.717,0.145,-0.353,33934514.267,0.188
norefined,10,-0.855,-7.213,-2.087,-0.709,-1.098,0.122,0.658,0.114,-0.311,30358426.313,0.119
refined,11,-0.855,-7.213,-2.087,-0.709,-1.098,0.122,0.658,0.114,-0.311,30358426.313,0.119
refined,12,-0.716,-4.576,-1.824,-0.689,-0.385,0.402,0.720,-0.418,0.959,4672481.798,0.157
refined,13,-0.747,-4.941,-1.963,-0.551,-0.469,0.340,0.639,-0.507,0.716,2105628.744,0.151
refined,14,-0.767,-5.112,-1.958,-0.604,-0.523,0.349,0.672,-0.502,0.692,2047475.100,0.150
refined,15,-0.773,-5.166,-1.965,-0.611,-0.534,0.352,0.679,-0.498,0.685,2045212.499,0.150
refined,16,-0.774,-5.171,-1.962,-0.614,-0.537,0.353,0.681,-0.497,0.684,2045137.683,0.150
refined,17,-0.774,-5.174,-1.963,-0.614,-0.537,0.353,0.681,-0.497,0.684,2045134.404,0.150
refined,18,-0.774,-5.174,-1.963,-0.614,-0.537,0.353,0.681,-0.497,0.684,2045134.098,0.150
refined,19,-0.774,-5.174,-1.963,-0.614,-0.537,0.353,0.681,-0.497,0.684,2045134.051,0.150
refined,20,-0.774,-5.174,-1.963,-0.614,-0.537,0.353,0.681,-0.497,0.684,2045134.043,0.150
