stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.211,-7.097,-2.251,-0.887,-1.005,0.005,0.775,0.604,-0.819,319401456.096,0.030
norefined,2,-0.706,-7.053,-2.261,-0.900,-1.030,-0.022,0.808,0.632,-0.807,112564226.702,0.100
norefined,3,-1.171,-7.003,-2.317,-0.858,-0.883,0.003,0.861,0.598,-0.794,91737731.752,0.167
norefined,4,-0.800,-7.001,-2.565,-0.884,-0.690,0.068,0.870,0.501,-0.791,79215226.721,0.114
norefined,5,-1.285,-6.971,-2.527,-0.839,-0.598,0.075,0.876,0.459,-0.771,77664248.328,0.184
norefined,6,-0.841,-6.996,-2.713,-0.880,-0.500,0.084,0.861,0.384,-0.767,69290312.374,0.120
norefined,7,-1.329,-6.973,-2.642,-0.840,-0.448,0.092,0.849,0.360,-0.743,71866342.225,0.191
norefined,8,-0.868,-7.009,-2.802,-0.879,-0.380,0.087,0.829,0.299,-0.738,64577677.217,0.124
norefined,9,-1.357,-6.989,-2.717,-0.842,-0.350,0.099,0.811,0.288,-0.712,68863249.212,0.194
norefined,10,-0.887,-7.031,-2.861,-0.878,-0.297,0.088,0.791,0.238,-0.708,61970653.222,0.126
refined,11,-0.887,-7.031,-2.861,-0.878,-0.297,0.088,0.791,0.238,-0.708,61970653.222,0.126
refined,12,-1.019,-6.076,-2.671,-0.625,0.101,0.273,0.396,0.126,-0.448,41634721.318,0.168
refined,13,-1.153,-7.229,-3.032,-0.775,0.015,0.269,0.532,0.043,-0.370,39419804.839,0.159
refined,14,-1.141,-7.084,-2.969,-0.858,0.039,0.282,0.553,0.013,-0.366,39312294.695,0.161
refined,15,-1.170,-7.312,-3.044,-0.867,0.028,0.296,0.571,-0.003,-0.361,39292298.929,0.160
refined,16,-1.161,-7.232,-3.014,-0.882,0.036,0.297,0.571,-0.002,-0.360,39288274.574,0.161
refined,17,-1.169,-7.294,-3.035,-0.879,0.032,0.299,0.574,-0.006,-0.359,39286859.427,0.160
refined,18,-1.165,-7.263,-3.024,-0.883,0.035,0.298,0.573,-0.005,-0.359,39286422.814,0.160
refined,19,-1.167,-7.283,-3.031,-0.881,0.033,0.299,0.574,-0.006,-0.359,39286260.392,0.160
refined,20,-1.166,-7.271,-3.027,-0.882,0.034,0.299,0.574,-0.005,-0.359,39286204.650,0.160
