stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.067,"[-1.749, -0.385]",0.682,-3.123,0.003
norefined,c,-5.951,"[-10.057, -1.844]",4.106,-2.892,0.005
norefined,s,-3.299,"[-5.432, -1.167]",2.133,-3.088,0.003
norefined,k0,-0.232,"[-1.475, 1.011]",1.243,-0.373,0.710
norefined,k1,0.558,"[-0.399, 1.515]",0.957,1.164,0.248
norefined,k2,-0.692,"[-1.78, 0.396]",1.088,-1.269,0.209
norefined,k3,-0.214,"[-0.96, 0.531]",0.745,-0.574,0.568
norefined,k4,-0.234,"[-0.953, 0.485]",0.719,-0.650,0.518
norefined,k5,0.136,"[-0.976, 1.249]",1.112,0.245,0.807
refined,tt,-1.816,"[-3.468, -0.164]",1.652,-2.194,0.032
refined,c,-9.334,"[-18.091, -0.578]",8.757,-2.128,0.037
refined,s,-5.018,"[-9.711, -0.325]",4.693,-2.134,0.036
refined,k0,0.443,"[-1.118, 2.004]",1.561,0.567,0.573
refined,k1,-0.545,"[-1.629, 0.539]",1.084,-1.003,0.319
refined,k2,-0.044,"[-1.334, 1.247]",1.290,-0.068,0.946
refined,k3,-0.026,"[-0.831, 0.779]",0.805,-0.064,0.949
refined,k4,-0.485,"[-1.529, 0.559]",1.044,-0.928,0.357
refined,k5,-0.428,"[-1.657, 0.801]",1.229,-0.695,0.490
