stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.102,-5.611,-2.872,-0.107,-0.234,-0.594,-0.747,-0.998,0.439,1061910442.923,0.018
norefined,2,-0.598,-5.598,-2.860,-0.136,-0.202,-0.596,-0.784,-0.988,0.445,533595637.796,0.107
norefined,3,-1.077,-5.597,-2.792,-0.127,-0.175,-0.540,-0.815,-0.885,0.477,470814884.308,0.192
norefined,4,-0.712,-5.632,-2.864,0.008,-0.193,-0.312,-0.756,-0.708,0.543,436785689.103,0.126
norefined,5,-1.188,-5.624,-2.768,0.018,-0.181,-0.267,-0.766,-0.607,0.573,441036994.700,0.211
norefined,6,-0.723,-5.667,-2.840,0.063,-0.219,-0.158,-0.729,-0.513,0.602,410364651.986,0.128
norefined,7,-1.211,-5.643,-2.757,0.060,-0.207,-0.145,-0.733,-0.449,0.623,425993188.608,0.215
norefined,8,-0.734,-5.690,-2.821,0.087,-0.249,-0.061,-0.704,-0.377,0.641,395674627.276,0.129
norefined,9,-1.224,-5.660,-2.747,0.078,-0.236,-0.062,-0.706,-0.334,0.658,416976941.596,0.216
norefined,10,-0.742,-5.711,-2.805,0.097,-0.279,0.010,-0.683,-0.276,0.667,386526111.697,0.130
refined,11,-0.742,-5.711,-2.805,0.097,-0.279,0.010,-0.683,-0.276,0.667,386526111.697,0.130
refined,12,-0.851,-4.697,-1.928,0.079,-0.102,0.570,-0.300,0.217,0.395,306600925.981,0.181
refined,13,-0.656,-3.904,-1.683,0.015,-0.189,0.257,-0.307,0.075,0.339,292912200.946,0.168
refined,14,-0.785,-4.607,-1.965,0.060,-0.196,0.374,-0.359,0.121,0.354,289937971.834,0.170
refined,15,-0.769,-4.513,-1.949,0.049,-0.213,0.346,-0.332,0.107,0.342,289806159.645,0.170
refined,16,-0.785,-4.604,-1.983,0.054,-0.214,0.358,-0.338,0.113,0.340,289783292.715,0.170
refined,17,-0.781,-4.584,-1.978,0.052,-0.215,0.352,-0.334,0.111,0.339,289780042.294,0.170
refined,18,-0.784,-4.599,-1.983,0.053,-0.215,0.354,-0.335,0.112,0.339,289779493.978,0.170
refined,19,-0.783,-4.595,-1.982,0.053,-0.215,0.353,-0.334,0.112,0.339,289779404.850,0.170
refined,20,-0.783,-4.597,-1.982,0.053,-0.215,0.354,-0.334,0.112,0.339,289779389.848,0.170
