stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.929,"[-1.813, -0.045]",0.884,-1.753,0.084
norefined,c,-5.194,"[-10.569, 0.181]",5.375,-1.612,0.112
norefined,s,-3.395,"[-6.301, -0.489]",2.906,-1.949,0.056
norefined,k0,-0.059,"[-0.961, 0.843]",0.902,-0.109,0.913
norefined,k1,-0.495,"[-1.885, 0.895]",1.390,-0.594,0.554
norefined,k2,-0.321,"[-1.294, 0.651]",0.972,-0.551,0.583
norefined,k3,-0.196,"[-1.365, 0.972]",1.169,-0.280,0.780
norefined,k4,0.078,"[-0.751, 0.907]",0.829,0.157,0.876
norefined,k5,0.223,"[-1.335, 1.781]",1.558,0.239,0.812
refined,tt,-0.685,"[-1.127, -0.243]",0.442,-2.582,0.012
refined,c,-3.243,"[-5.573, -0.912]",2.330,-2.321,0.023
refined,s,-2.016,"[-3.259, -0.773]",1.243,-2.705,0.009
refined,k0,-0.208,"[-0.705, 0.289]",0.497,-0.699,0.487
refined,k1,-0.319,"[-1.012, 0.373]",0.693,-0.769,0.445
refined,k2,-0.005,"[-0.57, 0.559]",0.564,-0.016,0.987
refined,k3,0.244,"[-0.578, 1.066]",0.822,0.495,0.622
refined,k4,0.368,"[-0.25, 0.986]",0.618,0.994,0.324
refined,k5,-0.389,"[-1.445, 0.666]",1.055,-0.616,0.540
