stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,33.563,1.765,0.000,57,0,9,2391916547.325,327968637.274
refined,142.086,1.765,0.000,57,0,9,2391916547.325,86534438.740
