stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,29.710,1.727,0.000,0,9,3388380515.320,678918718.090,76
refined,56.939,1.727,0.000,0,9,3388380515.320,391788387.254,76
