stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.390,-5.220,-2.638,0.198,-0.323,-1.392,1.666,-1.916,-0.780,708824091.072,0.075
norefined,2,-0.823,-5.327,-2.485,0.220,-0.249,-1.398,1.604,-1.828,-0.681,570983731.123,0.154
norefined,3,-0.747,-5.520,-2.446,0.143,-0.323,-1.384,1.238,-1.641,-0.524,449649997.427,0.135
norefined,4,-1.050,-5.622,-2.411,0.099,-0.330,-1.325,0.997,-1.410,-0.352,386834907.897,0.187
norefined,5,-0.679,-5.753,-2.458,0.025,-0.376,-1.207,0.776,-1.269,-0.302,354821856.233,0.118
norefined,6,-1.144,-5.762,-2.397,0.029,-0.322,-1.176,0.719,-1.162,-0.198,329631098.145,0.199
norefined,7,-0.719,-5.854,-2.487,-0.034,-0.367,-1.076,0.556,-1.061,-0.184,297825010.296,0.123
norefined,8,-1.193,-5.847,-2.427,-0.027,-0.307,-1.040,0.522,-0.972,-0.094,293736594.829,0.204
norefined,9,-0.745,-5.915,-2.541,-0.077,-0.352,-0.967,0.394,-0.897,-0.096,264703919.635,0.126
norefined,10,-1.223,-5.900,-2.479,-0.065,-0.285,-0.932,0.379,-0.831,-0.018,270689193.526,0.207
refined,11,-0.745,-5.915,-2.541,-0.077,-0.352,-0.967,0.394,-0.897,-0.096,264703919.635,0.126
refined,12,-0.834,-4.783,-2.472,0.048,0.423,0.010,-0.293,0.422,0.258,138661623.792,0.174
refined,13,-0.951,-5.695,-2.863,0.055,0.460,-0.168,-0.222,0.250,0.264,130827306.943,0.167
refined,14,-0.954,-5.737,-2.886,0.040,0.464,-0.200,-0.225,0.240,0.262,130754827.409,0.166
refined,15,-0.953,-5.731,-2.884,0.040,0.464,-0.202,-0.224,0.241,0.262,130754359.035,0.166
refined,16,-0.954,-5.732,-2.885,0.040,0.464,-0.203,-0.224,0.241,0.262,130754350.842,0.166
refined,17,-0.954,-5.732,-2.884,0.040,0.464,-0.203,-0.224,0.241,0.262,130754350.613,0.166
refined,18,-0.954,-5.732,-2.884,0.040,0.464,-0.203,-0.224,0.241,0.262,130754350.606,0.166
refined,19,-0.954,-5.732,-2.884,0.040,0.464,-0.203,-0.224,0.241,0.262,130754350.606,0.166
refined,20,-0.954,-5.732,-2.884,0.040,0.464,-0.203,-0.224,0.241,0.262,130754350.606,0.166
