stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.390,-5.220,-2.638,0.198,-0.323,-1.392,1.666,-1.916,-0.780,813589526.424,0.075
norefined,2,-0.836,-5.311,-2.519,0.230,-0.279,-1.380,1.644,-1.766,-0.736,745589862.528,0.157
norefined,3,-0.544,-5.464,-2.571,0.156,-0.411,-1.288,1.375,-1.579,-0.720,694411195.122,0.100
norefined,4,-1.006,-5.497,-2.508,0.182,-0.384,-1.245,1.355,-1.423,-0.662,667159252.393,0.183
norefined,5,-0.620,-5.608,-2.579,0.115,-0.491,-1.128,1.166,-1.289,-0.675,625586491.019,0.111
norefined,6,-1.096,-5.608,-2.531,0.136,-0.458,-1.079,1.156,-1.169,-0.625,609267834.765,0.195
norefined,7,-0.689,-5.698,-2.614,0.066,-0.563,-0.968,0.993,-1.050,-0.646,568099654.057,0.121
norefined,8,-1.170,-5.684,-2.566,0.086,-0.525,-0.914,0.992,-0.951,-0.602,563583812.216,0.206
norefined,9,-0.745,-5.760,-2.659,0.014,-0.627,-0.821,0.849,-0.850,-0.627,523712861.498,0.129
norefined,10,-1.228,-5.740,-2.606,0.036,-0.581,-0.765,0.857,-0.771,-0.588,529154569.052,0.214
refined,11,-0.745,-5.760,-2.659,0.014,-0.627,-0.821,0.849,-0.850,-0.627,523712861.498,0.129
refined,12,-0.515,-2.349,-1.435,0.490,0.462,0.676,-0.130,1.134,-0.426,917514288.887,0.219
refined,13,-0.493,-2.674,-1.536,0.391,0.036,0.168,-0.200,0.611,-0.208,427141431.142,0.184
refined,14,-0.716,-4.209,-2.268,0.307,0.100,0.048,-0.039,0.512,-0.267,379851137.563,0.170
refined,15,-0.825,-4.791,-2.525,0.233,0.051,-0.005,0.066,0.428,-0.325,374885558.669,0.172
refined,16,-0.864,-4.942,-2.588,0.187,0.004,0.010,0.097,0.399,-0.336,374098738.326,0.175
refined,17,-0.888,-5.049,-2.633,0.165,-0.010,0.016,0.104,0.387,-0.347,373926772.196,0.176
refined,18,-0.898,-5.089,-2.649,0.154,-0.022,0.021,0.108,0.379,-0.349,373884513.580,0.176
refined,19,-0.904,-5.114,-2.660,0.149,-0.027,0.024,0.109,0.376,-0.351,373873666.319,0.177
refined,20,-0.907,-5.125,-2.664,0.147,-0.030,0.025,0.110,0.373,-0.352,373870806.672,0.177
