stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.698,"[-1.142, -0.253]",0.444,-3.133,0.003
norefined,c,-5.433,"[-8.742, -2.124]",3.309,-3.277,0.002
norefined,s,-2.627,"[-4.292, -0.963]",1.665,-3.150,0.002
norefined,k0,-0.061,"[-0.79, 0.668]",0.729,-0.167,0.868
norefined,k1,0.060,"[-0.775, 0.895]",0.835,0.143,0.887
norefined,k2,-0.102,"[-0.977, 0.773]",0.875,-0.232,0.817
norefined,k3,-0.283,"[-1.19, 0.625]",0.908,-0.621,0.537
norefined,k4,-0.414,"[-1.204, 0.377]",0.790,-1.045,0.300
norefined,k5,-0.216,"[-1.049, 0.616]",0.832,-0.519,0.606
refined,tt,-0.798,"[-1.193, -0.403]",0.395,-4.033,0.000
refined,c,-5.259,"[-7.802, -2.717]",2.542,-4.129,0.000
refined,s,-2.289,"[-3.553, -1.026]",1.263,-3.618,0.001
refined,k0,0.492,"[-0.205, 1.19]",0.698,1.408,0.164
refined,k1,-0.120,"[-0.904, 0.664]",0.784,-0.305,0.761
refined,k2,-0.124,"[-0.904, 0.655]",0.780,-0.318,0.751
refined,k3,-0.842,"[-1.689, 0.005]",0.847,-1.985,0.051
refined,k4,-0.266,"[-0.974, 0.443]",0.709,-0.748,0.457
refined,k5,-1.021,"[-2.033, -0.009]",1.012,-2.015,0.048
