stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,80.183,2.023,0.000,0,9,4507213631.620,382912392.757,76
refined,86.580,2.023,0.000,0,9,4507213631.620,356862794.441,76
