stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,4.912,2.023,0.000,0,9,1671977949.883,1007310555.815,76
refined,4.912,2.023,0.000,0,9,1671977949.883,1007310555.815,76
