stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.632,"[-1.678, 0.414]",1.046,-1.008,0.317
norefined,c,-5.289,"[-12.884, 2.306]",7.595,-1.162,0.250
norefined,s,-2.401,"[-6.431, 1.629]",4.030,-0.994,0.324
norefined,k0,-0.047,"[-1.805, 1.711]",1.758,-0.045,0.964
norefined,k1,-1.242,"[-4.572, 2.087]",3.330,-0.622,0.536
norefined,k2,-0.405,"[-2.316, 1.505]",1.911,-0.354,0.725
norefined,k3,-0.903,"[-3.638, 1.831]",2.734,-0.551,0.583
norefined,k4,0.124,"[-2.193, 2.441]",2.317,0.089,0.929
norefined,k5,1.206,"[-1.852, 4.264]",3.058,0.658,0.513
refined,tt,-0.421,"[-0.843, 0.001]",0.422,-1.663,0.101
refined,c,-3.288,"[-6.242, -0.334]",2.954,-1.856,0.068
refined,s,-0.808,"[-1.861, 0.245]",1.053,-1.280,0.205
refined,k0,-0.063,"[-0.938, 0.813]",0.875,-0.120,0.905
refined,k1,0.136,"[-0.814, 1.087]",0.950,0.239,0.812
refined,k2,0.310,"[-0.578, 1.197]",0.888,0.582,0.562
refined,k3,0.435,"[-0.41, 1.279]",0.844,0.859,0.394
refined,k4,-0.287,"[-1.219, 0.645]",0.932,-0.513,0.610
refined,k5,0.589,"[-0.499, 1.678]",1.088,0.904,0.369
