stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,50.614,1.727,0.000,0,9,2893399833.676,371002095.097,76
refined,158.088,1.727,0.000,0,9,2893399833.676,130123771.673,76
