stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.003,"[-1.506, -0.499]",0.503,-3.976,0.000
norefined,c,-5.572,"[-8.432, -2.711]",2.861,-3.888,0.000
norefined,s,-2.744,"[-4.248, -1.239]",1.505,-3.640,0.001
norefined,k0,0.764,"[0.023, 1.505]",0.741,2.058,0.043
norefined,k1,-0.212,"[-1.131, 0.707]",0.919,-0.460,0.647
norefined,k2,-0.738,"[-1.665, 0.19]",0.927,-1.588,0.117
norefined,k3,0.352,"[-0.466, 1.169]",0.818,0.858,0.394
norefined,k4,0.125,"[-0.89, 1.141]",1.015,0.246,0.806
norefined,k5,0.577,"[-0.151, 1.305]",0.728,1.582,0.118
refined,tt,-0.732,"[-1.061, -0.403]",0.329,-4.445,0.000
refined,c,-4.682,"[-6.652, -2.711]",1.971,-4.742,0.000
refined,s,-2.558,"[-3.759, -1.357]",1.201,-4.251,0.000
refined,k0,0.522,"[-0.028, 1.073]",0.551,1.894,0.063
refined,k1,0.067,"[-0.554, 0.688]",0.621,0.216,0.830
refined,k2,-0.320,"[-0.946, 0.306]",0.626,-1.020,0.311
refined,k3,0.320,"[-0.272, 0.913]",0.592,1.079,0.284
refined,k4,0.461,"[-0.305, 1.227]",0.766,1.201,0.234
refined,k5,0.334,"[-0.22, 0.888]",0.554,1.204,0.233
