stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,5.173,2.023,0.000,0,9,1557726722.522,919101638.813,76
refined,16.496,2.023,0.000,0,9,1557726722.522,484393366.681,76
