stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.182,-6.705,-1.253,0.520,-0.623,1.965,1.849,1.998,-1.360,2210021697.713,1584,0,0,0.176
norefined,2,-0.881,-6.838,-1.463,0.356,-0.691,1.813,1.697,1.858,-1.386,1444474750.217,1584,0,0,0.129
norefined,3,-0.589,-6.941,-1.676,0.191,-0.769,1.642,1.564,1.693,-1.353,1034676888.238,1584,0,0,0.085
norefined,4,-0.650,-7.051,-1.815,0.014,-0.896,1.427,1.351,1.430,-1.267,818813287.559,1584,0,0,0.092
norefined,5,-0.456,-7.118,-2.059,-0.139,-0.927,1.281,1.192,1.215,-1.093,822116364.347,1584,0,0,0.064
norefined,6,-0.952,-7.097,-2.050,-0.134,-0.960,1.275,1.166,1.182,-1.077,804632053.718,1584,0,0,0.134
norefined,7,-0.508,-7.131,-2.226,-0.207,-0.931,1.231,1.133,1.129,-0.984,762045948.210,1584,0,0,0.071
norefined,8,-1.005,-7.105,-2.214,-0.198,-0.957,1.229,1.113,1.099,-0.971,757956591.590,1584,0,0,0.141
norefined,9,-0.556,-7.139,-2.380,-0.273,-0.928,1.188,1.081,1.050,-0.881,716751314.032,1584,0,0,0.078
norefined,10,-1.053,-7.110,-2.363,-0.262,-0.948,1.189,1.066,1.022,-0.870,719725022.616,1584,0,0,0.148
refined,11,-0.556,-7.139,-2.380,-0.273,-0.928,1.188,1.081,1.050,-0.881,716751314.032,1584,0,0,0.078
refined,12,-0.653,-0.619,-1.103,-1.379,1.214,-1.234,-0.254,-0.679,1.071,1170551942.177,1584,0,0,1.056
refined,13,-0.385,-2.454,-1.501,-0.460,-0.079,0.357,0.073,-0.124,0.094,505588988.950,1584,0,0,0.157
refined,14,-0.671,-3.890,-2.067,-0.725,0.063,0.169,0.204,-0.006,0.322,455689849.664,1584,0,0,0.172
refined,15,-0.792,-4.622,-2.310,-0.893,0.057,0.174,0.340,0.065,0.352,453140712.013,1584,0,0,0.171
refined,16,-0.791,-4.617,-2.305,-0.898,0.033,0.166,0.341,0.077,0.340,453073549.934,1584,0,0,0.171
refined,17,-0.797,-4.650,-2.323,-0.909,0.035,0.170,0.342,0.075,0.339,453069268.218,1584,0,0,0.171
refined,18,-0.796,-4.645,-2.321,-0.908,0.033,0.169,0.341,0.076,0.338,453068915.973,1584,0,0,0.171
refined,19,-0.797,-4.648,-2.322,-0.909,0.034,0.170,0.341,0.076,0.338,453068881.635,1584,0,0,0.171
refined,20,-0.796,-4.647,-2.322,-0.908,0.033,0.169,0.341,0.076,0.338,453068877.952,1584,0,0,0.171
