stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.377,-5.398,-1.274,-1.763,1.553,0.923,1.447,1.585,0.195,7318772016.561,-0.070
norefined,2,-0.062,-5.431,-1.405,-1.829,1.424,0.848,1.381,1.528,0.125,5197993874.059,0.011
norefined,3,-0.482,-5.446,-1.541,-1.897,1.287,0.764,1.289,1.436,0.037,2809615080.876,0.089
norefined,4,-0.915,-5.441,-1.631,-1.957,1.153,0.681,1.182,1.346,-0.044,1479120999.734,0.168
norefined,5,-1.077,-5.478,-1.856,-2.029,0.941,0.498,0.995,1.158,-0.177,1111639848.862,0.197
norefined,6,-0.820,-5.509,-2.150,-2.045,0.815,0.324,0.874,1.004,-0.282,925594973.945,0.149
norefined,7,-1.180,-5.464,-2.324,-2.026,0.663,0.207,0.726,0.872,-0.389,869184709.335,0.216
norefined,8,-0.721,-5.498,-2.503,-2.014,0.640,0.156,0.713,0.839,-0.424,837588475.489,0.131
norefined,9,-1.194,-5.453,-2.537,-1.993,0.561,0.108,0.629,0.772,-0.477,790982438.062,0.219
norefined,10,-0.727,-5.490,-2.698,-1.978,0.540,0.062,0.617,0.744,-0.510,780845211.264,0.132
refined,11,-0.727,-5.490,-2.698,-1.978,0.540,0.062,0.617,0.744,-0.510,780845211.264,0.132
refined,12,-1.572,-8.219,-4.947,-1.369,-0.066,-0.287,0.519,1.303,-0.135,552724992.864,0.191
refined,13,-2.442,-12.915,-7.957,-2.325,-0.487,-0.403,0.627,1.434,0.883,536331962.625,0.189
refined,14,-4.064,-22.538,-14.184,-3.985,-2.659,0.916,1.093,2.874,3.885,511064732.240,0.180
refined,15,-7.089,-39.709,-24.738,-7.365,-5.808,2.182,2.083,5.881,7.202,503875587.596,0.179
refined,16,-7.843,-43.994,-27.091,-6.707,-5.489,2.887,2.199,6.263,7.685,503277833.370,0.178
refined,17,-10.199,-57.701,-35.340,-10.685,-10.527,3.619,3.388,8.053,12.741,519835095.935,0.177
refined,18,5.893,32.567,20.484,9.797,13.306,-0.420,-2.045,-7.448,-13.028,12561156802.170,0.181
refined,19,-73.966,-432.791,-274.828,-84.135,-154.350,77.811,27.928,92.644,134.422,1166885801.517,0.171
refined,20,-64.451,1319.485,562.823,8699.946,-2160.806,-5288.610,10.972,3640.482,8564.524,11338172816.230,-0.049
