stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.000,"[-1.89, -0.109]",0.891,-2.240,0.028
norefined,c,-4.933,"[-9.782, -0.083]",4.849,-2.030,0.046
norefined,s,-2.350,"[-4.803, 0.103]",2.453,-1.912,0.060
norefined,k0,0.101,"[-0.928, 1.131]",1.030,0.197,0.845
norefined,k1,0.796,"[-0.294, 1.885]",1.089,1.458,0.150
norefined,k2,-0.770,"[-1.682, 0.142]",0.912,-1.685,0.097
norefined,k3,1.087,"[-0.461, 2.635]",1.548,1.401,0.166
norefined,k4,0.704,"[-0.414, 1.822]",1.118,1.257,0.213
norefined,k5,-1.499,"[-2.759, -0.239]",1.260,-2.374,0.020
refined,tt,-0.379,"[-0.503, -0.255]",0.124,-6.097,0.000
refined,c,-2.375,"[-3.168, -1.581]",0.793,-5.974,0.000
refined,s,-1.152,"[-1.597, -0.708]",0.444,-5.175,0.000
refined,k0,-0.084,"[-0.372, 0.204]",0.288,-0.582,0.562
refined,k1,0.248,"[-0.024, 0.521]",0.272,1.819,0.073
refined,k2,0.008,"[-0.203, 0.22]",0.211,0.077,0.939
refined,k3,0.242,"[-0.06, 0.545]",0.302,1.600,0.114
refined,k4,0.320,"[-0.007, 0.647]",0.327,1.953,0.055
refined,k5,-0.214,"[-0.486, 0.058]",0.272,-1.570,0.121
