stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,22.875,2.023,0.000,0,9,2104861485.944,516816015.834,76
refined,62.768,2.023,0.000,0,9,2104861485.944,223172830.307,76
